date,unemp_rate,unemp_initialclaim,unemp_continueclaim,unemp_perlabforce,unemp_perlabforceperunemp,unemp_duration
2005-02-01,5.4,311750.0,2.6865e6,1.8107492383597097,33.53239330295759,19.1
2005-03-01,5.2,332000.0,2.6595e6,1.7922245958312835,34.46585761214006,19.5
2005-04-01,5.2,323200.0,2.6044e6,1.7487879886655118,33.63053824356753,19.6
2005-05-01,5.1,327000.0,2.58625e6,1.7327031173581848,33.97457092859186,18.6
2005-06-01,5.0,325750.0,2.6e6,1.7421836261541965,34.84367252308393,17.9
2005-07-01,5.0,324400.0,2.5952e6,1.7367096739654158,34.73419347930832,17.6
2005-08-01,4.9,315750.0,2.58075e6,1.723038610219056,35.16405326977665,18.4
2005-09-01,5.0,382750.0,2.7165e6,1.8115555437000679,36.23111087400136,17.9
2005-10-01,5.0,352200.0,2.8034e6,1.8689208738608412,37.37841747721682,17.9
2005-11-01,5.0,317250.0,2.70125e6,1.8000533102322325,36.00106620464465,17.5
2005-12-01,4.9,316400.0,2.6394e6,1.7592481503699262,35.90302347693727,17.5
2006-01-01,4.7,295750.0,2.557e6,1.7022381402532385,36.2178327713455,16.9
